"","tailnum","year_plane","type","manufacturer","model","engines","seats","speed","engine"
"1824","N714CB",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1825","N715JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1826","N715SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1827","N716SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1828","N717JL",2002,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"1829","N717SA",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1830","N717TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"1831","N718SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1832","N718TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"1833","N719SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1834","N720WN",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1835","N721TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"1836","N722TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"1837","N723SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1838","N723TW",2000,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"1839","N72405",2001,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"1840","N724SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1841","N725SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1842","N726SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1843","N727SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1844","N727TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"1845","N728SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1846","N729JB",NA,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1847","N729SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1848","N730SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1849","N731SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1850","N73251",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1851","N73256",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1852","N73259",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1853","N73270",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1854","N73275",2002,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1855","N73276",2002,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1856","N73278",NA,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1857","N73283",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1858","N73291",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1859","N73299",2005,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1860","N732SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1861","N733SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1862","N73406",2001,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"1863","N73445",2011,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1864","N734SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1865","N735SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1866","N736SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1867","N737JW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1868","N73860",2001,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"1869","N738CB",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1870","N739GB",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1871","N740SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1872","N741SA",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1873","N742SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1874","N743SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1875","N744SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1876","N745SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1877","N746JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1878","N746SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1879","N747SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1880","N74856",2004,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"1881","N748SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1882","N749SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1883","N750AT",1984,"Fixed wing multi engine","BOEING","757-212",2,178,NA,"Turbo-jet"
"1884","N750SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1885","N751SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1886","N752SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1887","N753SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1888","N75410",2001,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"1889","N75425",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1890","N75426",NA,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1891","N75428",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1892","N75429",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1893","N75432",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1894","N75433",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1895","N75435",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1896","N75436",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1897","N754SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1898","N755SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1899","N756SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1900","N757AT",1984,"Fixed wing multi engine","BOEING","757-212",2,178,NA,"Turbo-jet"
"1901","N757LV",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1902","N75851",2001,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"1903","N75853",2002,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"1904","N75854",2002,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"1905","N75858",2004,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"1906","N75861",2001,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"1907","N758SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1908","N759GS",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1909","N76054",2000,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1910","N76055",2001,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1911","N76062",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1912","N76064",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1913","N76065",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1914","N760JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1915","N760SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1916","N761RR",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1917","N76254",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1918","N76265",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1919","N76269",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1920","N76288",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1921","N762NC",1976,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-51",2,139,432,"Turbo-jet"
"1922","N762SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1923","N763JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1924","N763SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1925","N764SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1926","N76502",2006,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1927","N76503",NA,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1928","N76504",2006,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1929","N76505",NA,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1930","N76508",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1931","N76514",NA,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1932","N76515",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1933","N76516",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1934","N76517",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1935","N76519",2009,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1936","N76522",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1937","N76523",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1938","N76526",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1939","N76528",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1940","N76529",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1941","N765SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1942","N766JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1943","N766SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1944","N767NC",1977,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-51",2,139,432,"Turbo-jet"
"1945","N767SW",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1946","N768JB",2009,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1947","N768SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1948","N769SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1949","N77012",1999,"Fixed wing multi engine","BOEING","777-224",2,400,NA,"Turbo-fan"
"1950","N7702A",2004,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1951","N7704B",2004,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1952","N77066",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1953","N770SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1954","N7713A",2005,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1955","N7714B",2004,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"1956","N7715E",2005,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1957","N771SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1958","N7724A",2009,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1959","N77258",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1960","N77261",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1961","N7726A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1962","N77295",2005,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1963","N77296",2005,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1964","N772SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1965","N7730A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1966","N7732A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1967","N7734H",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1968","N7735A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1969","N7738A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1970","N7739A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1971","N773SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1972","N7740A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1973","N7741C",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1974","N77430",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1975","N77431",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1976","N7744A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1977","N7746C",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,NA,"Turbo-fan"
"1978","N774NC",1978,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-51",2,139,432,"Turbo-jet"
"1979","N774SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1980","N77510",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1981","N77518",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1982","N77520",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1983","N77525",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1984","N77530",2011,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"1985","N775JB",2009,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1986","N775SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1987","N776WN",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1988","N777NC",1979,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-51",2,139,432,"Turbo-jet"
"1989","N777QC",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1990","N777UA",1995,"Fixed wing multi engine","BOEING","777-222",2,400,NA,"Turbo-fan"
"1991","N77865",2002,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"1992","N77867",2002,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"1993","N77871",2003,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"1994","N778SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1995","N779JB",2009,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1996","N779NC",1979,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-51",2,139,432,"Turbo-jet"
"1997","N779SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1998","N78003",1998,"Fixed wing multi engine","BOEING","777-224",2,400,NA,"Turbo-fan"
"1999","N78013",1999,"Fixed wing multi engine","BOEING","777-224",2,400,NA,"Turbo-fan"
"2000","N78060",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"2001","N780SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2002","N7811F",2001,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"2003","N7812G",NA,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"2004","N781WN",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2005","N78285",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2006","N782NC",1980,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-51",2,139,432,"Turbo-jet"
"2007","N782SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2008","N783SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2009","N78438",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"2010","N78448",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"2011","N784JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2012","N784SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2013","N78501",2006,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2014","N78506",2006,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2015","N78509",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2016","N78511",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2017","N78524",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2018","N785SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2019","N786SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2020","N787SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2021","N787UA",1997,"Fixed wing multi engine","BOEING","777-222",2,400,NA,"Turbo-fan"
"2022","N78866",2002,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-jet"
"2023","N788SA",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2024","N789JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2025","N789SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2026","N790SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2027","N791SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2028","N79279",2003,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2029","N792SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2030","N793JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2031","N793SA",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2032","N79402",2001,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"2033","N794JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2034","N794SW",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2035","N79521",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2036","N795SW",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2037","N796JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2038","N796SW",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2039","N797MX",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2040","N798SW",1998,"Fixed wing multi engine","BOEING","737-7AD",2,128,NA,"Turbo-jet"
"2041","N799SW",NA,"Fixed wing multi engine","BOEING","737-7Q8",2,149,NA,"Turbo-fan"
"2042","N804JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2043","N805JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2044","N806JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2045","N807JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2046","N809JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2047","N809NW",2005,"Fixed wing multi engine","AIRBUS","A330-323",2,379,NA,"Turbo-fan"
"2048","N81449",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"2049","N821JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2050","N825MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2051","N826MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2052","N827JB",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2053","N827MH",2001,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2054","N828JB",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2055","N828MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2056","N829MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2057","N8301J",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2058","N8302F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2059","N8303R",NA,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2060","N8305E",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2061","N8306H",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2062","N8307K",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2063","N8308K",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2064","N8309C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2065","N8310C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2066","N8311Q",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2067","N8312C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2068","N8313F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2069","N8314L",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2070","N8315C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2071","N8316H",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2072","N8317M",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2073","N8318F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2074","N8319F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2075","N831MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2076","N8320J",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2077","N8321D",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2078","N8322X",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2079","N8323C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2080","N8324A",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2081","N8325D",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2082","N8326F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2083","N8327A",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2084","N8328A",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2085","N8329B",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2086","N834AW",NA,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"2087","N834JB",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"2088","N834MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2089","N835AW",NA,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"2090","N835MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2091","N835VA",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2092","N836AW",2005,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"2093","N836VA",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2094","N837AW",2005,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
